HHID,NWEIGHT,REGIONC,DIVISION,SHARELQT,LIVEATSP,KOWNRENT,OCCUPYY,OCCUPYM,ANSWERHH,HOUSEHLD,HHSEX,HHAGE,EMPLOYHH,ANSWER02,KIN02,SEX02,YEARS02,EMPLOY02,ANSWER03,KIN03,SEX03,YEARS03,EMPLOY03,ANSWER04,KIN04,SEX04,YEARS04,EMPLOY04,ANSWER05,KIN05,SEX05,YEARS05,EMPLOY05,ANSWER06,KIN06,SEX06,YEARS06,EMPLOY06,ANSWER07,KIN07,SEX07,YEARS07,EMPLOY07,ANSWER08,KIN08,SEX08,YEARS08,EMPLOY08,ANSWER09,KIN09,SEX09,YEARS09,EMPLOY09,ANSWER10,KIN10,SEX10,YEARS10,EMPLOY10,ANSWER11,KIN11,SEX11,YEARS11,EMPLOY11,ANSWER12,KIN12,SEX12,YEARS12,EMPLOY12,NHSLDMEM,DRIVEMON,GRADHH,MARRIED,ORIGIN,SDESCENT,WAGES,SELFHIRE,SSECURTY,PENSIONS,FSTAMPS,AFDC,UNEMPLOY,SSI,OTHERAID,MONEYPY,INC35PLU,HUPROJ,RENTHELP,DRIVECAR,VEHICLES,AREA1980,FAMSIZE,POOR100,POOR125,HOWPAID
2062,6780,2,4,0,9,1,06,99,0,01,2,75,0,1,02,1,72,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,18,7,9,9,1,02,4,2,0,0,1
2063,16044,2,3,0,9,1,05,99,1,01,1,73,0,0,21,2,80,0,0,21,1,69,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,08,4,1,0,0,0,1,0,0,0,0,0,0,16,9,9,9,1,01,4,3,0,0,1
2064,30331,3,7,0,9,1,04,99,1,01,1,59,0,0,02,2,62,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,11,1,1,0,1,0,0,1,0,0,0,0,0,24,9,9,9,1,03,2,2,0,0,1
2065,12905,4,8,1,0,2,11,09,1,01,2,29,0,0,41,2,40,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,12,4,1,0,1,0,0,0,0,0,0,0,0,07,9,0,0,1,01,1,1,0,1,2
2066,12099,4,8,0,9,1,05,99,1,01,2,74,0,0,02,1,69,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,09,1,5,1,1,0,1,0,0,0,0,0,0,20,9,9,9,1,02,1,2,0,0,4
2067,11332,4,8,0,9,1,07,99,1,01,2,60,1,0,03,2,20,0,0,41,1,34,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,12,3,4,1,1,0,0,1,0,0,0,0,0,14,9,9,9,1,01,1,2,0,0,1
2068,7625,2,4,0,9,1,07,99,1,01,1,35,0,0,02,2,39,1,0,03,1,8,9,0,03,1,3,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,14,1,1,0,1,0,0,0,0,0,1,0,0,24,9,9,9,1,02,2,4,0,0,1
2069,8733,2,4,0,9,1,07,99,1,01,1,52,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,18,3,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,01,1,1,0,0,1
2070,8617,1,1,0,9,1,03,99,1,01,2,65,0,0,02,1,64,0,0,06,1,89,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,14,1,1,0,0,0,1,1,0,0,0,0,0,16,9,9,9,1,01,2,3,0,0,1
2071,30515,4,9,1,0,2,10,10,1,01,1,32,1,0,03,2,12,9,0,41,2,42,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,12,2,1,0,1,0,1,0,0,0,0,0,0,25,9,9,9,1,01,2,2,0,0,1
2072,16610,1,2,0,9,1,08,10,1,01,2,31,1,0,02,1,29,0,0,03,2,0,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,16,1,1,0,1,0,0,0,0,0,1,0,0,24,9,9,9,1,02,2,3,0,0,1
2073,35995,1,2,0,9,2,07,99,1,01,2,27,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,13,4,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,01,2,1,0,0,1
2074,7295,2,4,0,9,2,06,99,1,01,2,35,1,0,02,1,40,2,0,03,1,12,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,17,1,1,0,1,0,0,0,0,0,0,0,0,23,9,9,9,1,02,1,3,0,0,1
2075,6822,2,4,0,9,1,05,99,1,01,2,42,0,0,02,1,42,2,0,03,2,19,2,0,03,2,17,2,0,03,1,13,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,04,12,1,1,0,1,0,0,0,0,0,0,0,0,15,9,9,9,1,03,2,5,0,1,1
2076,19307,3,7,0,9,1,05,99,1,01,1,43,1,0,02,2,46,1,0,03,2,10,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,08,1,2,0,1,0,0,0,0,0,0,0,0,17,9,9,9,1,02,4,3,0,0,1
2077,10674,2,4,0,9,1,05,99,1,01,2,61,0,0,02,1,59,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,12,1,1,0,0,0,0,1,0,0,0,0,0,18,9,9,9,1,01,2,2,0,0,1
2078,9905,4,8,0,9,1,05,99,1,01,2,48,1,0,02,1,45,2,0,03,1,16,0,0,03,1,13,9,0,03,1,9,9,0,03,2,6,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,06,03,16,1,1,0,1,1,0,0,0,0,0,0,0,16,7,9,9,1,02,4,6,0,1,1
2079,20464,4,9,0,9,1,03,99,0,01,2,66,1,1,02,1,67,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,16,1,1,0,1,0,1,0,0,0,0,0,0,24,9,9,9,1,02,2,2,0,0,1
2080,18508,3,5,0,9,1,04,99,1,01,1,57,1,0,02,2,62,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,16,1,2,0,1,0,0,1,0,0,0,0,0,24,9,9,9,1,03,1,2,0,0,1
2081,20123,4,9,0,9,1,08,02,0,01,2,55,0,1,02,1,49,1,0,03,2,17,2,0,03,2,15,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,18,1,1,0,1,0,0,1,0,0,0,0,0,24,9,9,9,1,03,1,4,0,0,1
2082,8473,1,1,0,9,1,05,99,1,01,2,36,1,0,02,1,36,1,0,03,1,12,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,12,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,02,4,3,0,0,1
2083,16449,3,6,0,9,1,05,99,1,01,2,41,1,0,03,2,18,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,13,2,1,0,1,0,0,0,0,0,0,0,0,14,9,9,9,1,02,1,2,0,0,1
2084,26964,3,5,0,9,1,06,99,1,01,1,43,1,0,02,2,51,1,0,03,1,17,2,0,03,2,14,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,18,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,04,2,4,0,0,1
2085,22470,3,5,0,9,2,10,12,1,01,1,43,1,0,02,2,33,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,2,0,1,0,0,0,0,0,0,0,0,18,9,0,0,1,02,2,2,0,0,2
2086,20481,2,3,0,9,2,05,99,1,01,1,63,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,15,2,4,1,1,0,0,0,0,0,0,0,0,17,9,0,0,0,00,2,1,0,0,3
2087,31392,3,5,0,9,1,05,99,1,01,2,63,0,0,21,1,39,1,0,21,2,40,1,0,21,1,75,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,08,3,2,0,1,0,1,0,0,0,0,1,0,15,1,9,9,1,02,2,4,0,0,1
2088,8726,1,1,0,9,1,09,09,1,01,2,36,1,0,02,1,37,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,14,1,1,0,1,1,0,1,0,0,0,0,0,23,9,9,9,1,01,1,2,0,0,4
2089,9792,4,8,0,9,1,04,99,1,01,1,65,0,0,02,2,71,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,1,0,1,0,1,0,0,0,0,05,9,9,9,1,03,4,2,1,1,1
2090,12807,3,6,0,9,2,10,06,0,01,2,30,1,1,02,1,26,1,0,03,2,5,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,13,1,1,0,1,0,0,0,0,0,0,0,0,18,9,0,0,1,02,4,3,0,0,1
2091,36063,4,9,0,9,1,09,07,1,01,2,32,1,0,03,2,11,9,0,03,1,9,9,0,03,2,7,9,0,03,2,5,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,01,14,3,1,0,0,1,0,0,0,0,0,0,0,25,9,9,9,1,02,2,5,0,0,1
2092,28088,3,5,0,9,1,11,04,1,01,1,35,1,0,02,2,31,1,0,03,2,2,9,0,03,1,4,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,12,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,02,2,4,0,0,1
2093,15710,4,9,0,9,2,10,02,1,01,2,50,1,0,03,2,20,1,0,03,1,12,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,11,3,1,1,1,0,0,0,0,0,0,0,0,10,9,0,0,1,02,1,3,0,1,1
2094,12956,3,6,0,9,1,06,99,1,01,1,34,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,16,4,2,0,1,0,0,0,0,0,0,0,0,17,9,9,9,1,01,4,1,0,0,1
2095,15710,4,9,1,0,2,11,05,1,01,2,50,0,0,41,2,33,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,00,16,4,1,0,1,0,0,0,0,0,0,0,0,17,9,0,0,0,00,1,1,0,0,1
2096,20068,2,3,0,9,1,02,99,1,01,2,79,0,0,02,1,76,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,13,9,9,9,1,02,2,2,0,0,1
2097,18542,3,5,0,9,1,04,99,0,01,2,53,1,1,02,1,52,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,1,0,0,0,0,0,0,0,0,19,9,9,9,1,03,4,2,0,0,1
2098,18508,3,5,1,0,2,11,07,1,01,2,26,2,0,21,2,24,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,16,4,1,0,1,0,0,0,0,0,0,0,0,20,9,0,0,1,03,1,2,0,0,2
2099,7961,1,1,0,9,1,01,99,1,01,2,68,0,0,02,1,66,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,09,9,9,9,1,02,1,2,0,0,4
2100,8617,1,1,0,9,1,05,99,1,01,1,56,1,0,02,2,58,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,14,1,1,1,0,1,0,0,0,0,0,0,0,25,2,9,9,1,02,2,2,0,0,1
2101,22240,1,2,1,0,1,08,05,1,01,1,34,1,0,02,2,40,1,0,03,2,6,9,0,03,1,4,9,0,06,2,59,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,03,17,1,1,0,1,1,0,0,0,0,0,0,0,18,1,9,9,1,02,1,5,0,0,1
2102,16819,1,2,1,0,2,11,06,1,01,1,20,2,0,41,2,21,0,0,41,2,21,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,14,4,1,0,1,0,0,0,0,0,0,0,0,03,9,0,0,1,02,1,1,1,1,3
2103,24452,3,5,0,9,1,05,99,1,01,1,62,1,0,02,2,63,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,03,1,1,0,1,0,0,0,0,0,0,0,0,13,9,9,9,1,01,4,2,0,0,1
2104,21538,2,3,0,9,1,06,99,1,01,2,82,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,08,2,1,0,0,0,1,1,0,0,0,0,0,09,9,9,9,0,00,4,1,0,0,1
2105,16610,1,2,0,9,1,05,99,1,01,2,39,1,0,02,1,37,2,0,03,2,19,0,0,03,2,13,9,0,03,1,11,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,02,18,1,1,0,1,0,0,0,0,0,0,0,0,23,9,9,9,1,02,2,5,0,0,1
2106,10870,4,8,0,9,1,06,99,1,01,1,59,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,12,2,1,0,0,0,1,0,0,0,0,0,0,09,1,9,9,1,01,4,1,0,0,1
2107,9613,4,8,1,0,2,11,11,1,01,1,32,2,0,41,2,35,0,0,03,1,13,9,0,03,2,10,9,0,03,2,9,9,0,03,1,9,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,06,02,13,2,1,0,1,0,1,0,1,1,0,0,1,09,9,0,0,1,01,4,5,1,1,1
2108,13358,1,2,0,9,2,05,99,1,01,1,47,0,0,02,2,50,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,14,1,1,0,1,0,0,0,0,0,1,0,0,18,9,0,0,1,02,2,2,0,0,1
2109,40998,1,2,0,9,1,05,99,1,01,1,40,0,0,02,2,43,1,0,03,1,16,2,0,03,2,13,9,0,03,1,12,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,02,16,1,1,0,1,0,0,0,0,0,0,0,0,25,2,9,9,1,02,2,5,0,0,1
2110,21066,3,5,0,9,1,08,08,1,01,2,46,1,0,02,1,39,0,0,03,1,7,9,0,03,2,1,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,14,1,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,02,2,4,0,0,1
2111,7862,1,1,0,9,1,01,99,0,01,1,89,0,1,03,1,46,0,0,21,2,45,1,0,04,2,24,1,0,21,1,21,1,0,05,1,1,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,06,04,12,2,1,0,1,0,1,0,0,0,0,0,0,22,9,9,9,1,03,2,6,0,0,1
2112,17920,2,3,0,9,2,11,11,1,01,2,25,1,0,21,2,25,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,13,4,1,0,1,1,0,0,0,0,0,0,0,12,9,0,0,1,02,1,2,0,0,1
2113,15710,4,9,1,0,2,11,06,1,01,2,21,1,0,41,2,20,1,0,41,1,19,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,03,12,4,2,0,1,0,0,0,0,0,0,0,0,18,9,0,0,1,03,1,1,0,0,3
2114,10908,1,1,0,9,2,07,99,1,01,2,33,1,0,02,1,26,1,0,03,2,4,9,0,03,1,3,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,12,1,1,0,1,0,0,0,0,0,1,0,0,23,9,9,9,1,02,1,4,0,0,1
2115,7280,2,4,0,9,1,06,99,1,01,2,43,1,0,02,1,44,1,0,03,1,13,9,0,03,1,17,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,18,1,1,0,1,1,0,0,0,0,0,0,0,24,9,9,9,1,03,4,4,0,0,1
2116,11536,4,8,0,9,1,06,99,1,01,1,38,0,0,02,2,40,0,0,03,1,18,0,0,03,2,20,0,0,03,2,16,0,0,03,2,15,0,0,03,2,4,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,07,03,06,1,1,1,0,0,1,0,1,0,0,0,0,08,9,9,9,1,01,4,7,1,1,1
2117,8453,2,4,0,9,2,11,08,1,01,2,24,2,0,41,2,20,0,0,41,2,19,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,03,16,4,1,1,1,0,0,0,0,0,0,0,0,08,9,0,0,1,02,4,1,0,0,1
2118,21420,2,3,0,9,1,10,07,1,01,2,30,1,0,02,1,29,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,1,0,0,1,0,0,0,0,0,20,9,9,9,1,02,4,2,0,0,1
2119,9679,4,8,0,9,1,03,99,1,01,2,77,0,0,03,1,34,2,0,03,2,36,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,11,2,1,1,1,1,1,0,0,0,0,0,0,17,8,9,9,0,00,1,3,0,0,1
2120,26520,1,2,0,9,1,07,99,1,01,2,37,1,0,02,1,39,1,0,03,1,2,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,15,1,1,0,1,1,0,0,0,0,0,0,0,24,2,9,9,1,02,4,3,0,0,1
2121,15919,3,6,0,9,1,04,99,1,01,2,71,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,03,2,2,0,0,0,1,1,0,0,0,0,0,05,9,9,9,1,01,4,1,0,1,1
2122,24404,1,2,0,9,2,07,99,1,01,1,73,0,0,21,1,75,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,12,2,1,0,0,0,1,0,0,0,0,0,0,01,7,0,0,1,01,2,2,1,1,3
2123,7726,2,4,0,9,1,07,99,1,01,1,35,0,0,02,2,35,1,0,03,1,11,9,0,03,1,10,9,0,03,2,7,9,0,03,2,5,9,0,03,1,3,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,07,02,12,1,1,0,1,0,0,0,0,0,0,0,0,23,2,9,9,1,02,2,7,0,0,1
2124,7767,2,4,0,9,1,05,99,0,01,2,43,1,1,02,1,43,1,0,03,2,21,0,0,03,2,13,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,12,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,03,4,4,0,0,1
2125,9001,1,1,0,9,2,07,99,1,01,1,50,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,12,4,2,0,1,0,0,0,0,0,0,0,0,14,7,0,0,1,01,1,1,0,0,3
2126,16898,2,3,0,9,1,08,10,1,01,2,68,0,0,02,1,68,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,18,9,9,9,1,02,1,2,0,0,1
2127,17515,4,9,0,9,1,06,99,1,01,2,77,0,0,02,1,66,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,19,9,9,9,1,02,2,2,0,0,1
2128,21631,2,3,0,9,2,10,03,1,01,2,38,1,0,02,1,32,1,0,03,2,8,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,15,1,1,1,1,0,0,0,0,0,0,0,0,23,9,9,9,1,01,1,3,0,0,1
2129,25614,3,6,1,0,1,05,99,1,01,2,75,0,0,02,1,58,0,0,21,1,74,0,0,21,1,17,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,08,1,1,0,1,1,1,1,0,0,0,0,0,15,9,9,9,1,02,4,4,0,0,1
2130,10632,3,6,0,9,1,05,99,1,01,2,95,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,08,2,1,0,0,0,1,1,0,0,0,0,0,12,9,9,9,0,00,1,1,0,0,1
