HHID,NWEIGHT,REGIONC,DIVISION,SHARELQT,LIVEATSP,KOWNRENT,OCCUPYY,OCCUPYM,ANSWERHH,HOUSEHLD,HHSEX,HHAGE,EMPLOYHH,ANSWER02,KIN02,SEX02,YEARS02,EMPLOY02,ANSWER03,KIN03,SEX03,YEARS03,EMPLOY03,ANSWER04,KIN04,SEX04,YEARS04,EMPLOY04,ANSWER05,KIN05,SEX05,YEARS05,EMPLOY05,ANSWER06,KIN06,SEX06,YEARS06,EMPLOY06,ANSWER07,KIN07,SEX07,YEARS07,EMPLOY07,ANSWER08,KIN08,SEX08,YEARS08,EMPLOY08,ANSWER09,KIN09,SEX09,YEARS09,EMPLOY09,ANSWER10,KIN10,SEX10,YEARS10,EMPLOY10,ANSWER11,KIN11,SEX11,YEARS11,EMPLOY11,ANSWER12,KIN12,SEX12,YEARS12,EMPLOY12,NHSLDMEM,DRIVEMON,GRADHH,MARRIED,ORIGIN,SDESCENT,WAGES,SELFHIRE,SSECURTY,PENSIONS,FSTAMPS,AFDC,UNEMPLOY,SSI,OTHERAID,MONEYPY,INC35PLU,HUPROJ,RENTHELP,DRIVECAR,VEHICLES,AREA1980,FAMSIZE,POOR100,POOR125,HOWPAID
1001,16184,4,9,0,9,1,06,99,1,01,2,39,1,0,02,1,39,2,0,03,2,13,9,0,03,2,6,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,12,1,1,0,1,0,0,0,0,0,0,0,0,17,9,9,9,1,04,1,4,0,0,1
1002,27302,4,9,0,9,1,05,99,1,01,1,72,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,13,2,1,0,0,0,1,1,0,0,0,0,0,13,9,9,9,1,01,1,1,0,0,1
1003,16044,2,3,0,9,1,07,99,1,01,1,58,1,0,03,2,26,1,0,03,2,31,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,10,3,1,0,1,0,0,0,0,0,0,0,0,20,9,9,9,1,02,4,3,0,0,1
1004,7295,2,4,0,9,2,08,07,1,01,1,43,2,0,03,1,2,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,16,4,1,0,1,0,0,0,0,0,0,0,1,05,1,0,0,0,00,1,2,1,1,1
1005,15218,4,8,0,9,2,11,02,1,01,1,29,0,0,02,2,29,1,0,03,2,9,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,13,1,1,0,1,0,0,0,0,0,0,0,0,19,9,0,0,1,02,4,3,0,0,1
1006,13358,1,2,0,9,1,04,99,1,01,2,50,1,0,02,1,43,0,0,03,2,23,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,12,1,1,0,1,0,0,0,0,0,0,0,0,21,9,9,9,1,02,2,3,0,0,1
1007,15710,4,9,0,9,2,08,01,1,01,1,36,2,0,02,2,72,2,0,03,1,5,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,16,1,1,0,0,1,0,0,0,0,0,0,0,15,9,0,0,1,01,1,3,0,0,1
1008,15265,4,9,0,9,1,05,99,1,01,2,73,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,08,4,1,0,0,0,1,1,0,0,0,1,0,07,9,9,9,1,01,2,1,0,0,4
1009,17889,2,3,0,9,1,01,99,1,01,1,85,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,09,2,1,0,0,0,1,1,0,0,0,0,0,04,1,9,9,0,00,1,1,1,1,1
1010,26168,2,3,0,9,2,09,03,1,01,2,71,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,12,3,1,0,0,0,1,1,0,0,0,0,0,09,9,0,0,1,01,2,1,0,0,3
1011,16610,1,2,0,9,1,06,99,1,01,1,37,2,0,02,2,37,1,0,03,2,11,9,0,03,1,3,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,15,1,1,0,1,0,0,0,0,0,0,0,0,25,9,9,9,1,02,2,4,0,0,1
1012,22470,3,5,0,9,2,10,07,0,01,1,47,2,0,03,2,25,1,1,21,1,22,2,0,03,2,24,1,0,04,1,3,9,0,03,1,10,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,06,03,06,1,1,1,1,0,0,0,0,0,0,0,0,23,9,9,9,1,02,2,6,0,0,3
1013,14363,1,1,0,9,1,05,99,1,01,2,71,2,0,02,1,65,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,16,1,1,0,0,1,1,0,0,0,0,0,0,22,9,9,9,1,01,2,2,0,0,1
1014,18890,4,9,1,0,2,11,08,1,01,1,22,2,0,41,1,23,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,17,4,1,0,1,0,0,0,0,0,0,0,0,14,9,0,0,1,02,2,1,0,0,1
1015,15398,1,2,0,9,1,05,99,1,01,2,52,1,0,02,1,47,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,12,1,2,0,0,1,0,0,0,0,0,0,0,03,7,9,9,1,01,1,2,1,1,4
1016,12807,3,6,1,0,2,10,06,1,01,2,43,0,0,41,1,25,1,0,03,2,23,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,12,3,1,0,0,0,0,0,1,0,0,0,1,13,1,0,0,1,01,4,2,0,0,1
1017,17920,2,3,0,9,1,07,99,1,01,1,28,1,0,02,2,29,1,0,03,2,4,9,0,03,2,4,9,0,21,2,25,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,03,12,1,1,0,1,0,0,0,0,0,0,0,0,20,9,9,9,1,01,1,5,0,0,1
1018,23030,2,3,0,9,2,05,99,1,01,1,63,2,0,02,2,64,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,12,1,1,0,1,0,1,0,0,0,0,0,0,21,7,0,0,1,01,2,2,0,0,3
1019,30795,1,2,0,9,1,10,09,1,01,1,44,1,0,02,2,41,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,2,0,1,0,0,0,0,0,0,0,0,23,9,9,9,1,02,1,2,0,0,4
1020,7564,2,4,0,9,1,10,10,1,01,2,63,2,0,02,1,59,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,10,1,1,0,1,0,1,1,0,0,0,0,0,19,1,9,9,1,03,4,2,0,0,1
1021,10089,4,8,0,9,1,09,11,0,01,2,37,1,1,02,1,37,1,0,03,2,12,9,0,03,2,5,9,0,03,1,16,2,0,03,1,11,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,06,02,18,1,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,02,4,6,0,0,1
1022,18173,2,3,1,0,2,11,04,1,01,2,21,1,0,41,1,21,2,0,03,2,0,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,12,4,1,0,1,0,0,0,0,0,1,0,0,14,9,0,0,1,03,4,2,0,0,1
1023,25662,1,2,0,9,2,06,99,0,01,2,34,1,1,02,1,34,0,0,03,2,3,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,12,1,1,1,1,0,0,0,0,0,0,0,0,09,9,1,9,1,01,1,3,0,1,3
1024,17994,2,4,0,9,2,05,99,1,01,1,95,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,08,2,1,0,0,0,1,0,0,0,0,0,0,05,9,0,0,0,00,4,1,0,1,1
1025,21487,4,8,0,9,2,06,99,1,01,2,38,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,17,4,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,01,1,1,0,0,3
1026,30696,4,9,0,9,2,11,01,1,01,2,29,2,0,02,1,29,0,0,03,1,2,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,17,1,1,0,1,0,0,0,0,0,0,0,0,15,9,0,0,1,01,2,3,0,0,3
1027,17920,2,3,0,9,1,01,99,1,01,1,73,0,0,02,2,85,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,12,1,1,0,0,0,1,1,0,0,0,0,0,02,9,9,9,1,01,1,2,1,1,1
1028,16533,3,7,0,9,2,11,05,0,01,2,21,1,1,02,1,19,0,0,03,1,1,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,11,1,5,1,1,0,0,0,0,0,0,0,0,14,9,0,0,1,02,1,3,0,0,1
1029,18175,4,9,0,9,2,11,09,1,01,1,73,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,14,2,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,00,4,1,0,0,1
1030,19460,4,9,1,0,1,05,99,1,01,1,64,1,0,41,2,62,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,16,3,1,1,1,0,0,0,0,0,0,0,0,25,2,9,9,1,02,2,1,0,0,3
1031,15319,2,4,0,9,1,04,99,1,01,1,59,0,0,03,2,16,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,08,2,1,0,0,0,1,0,0,0,0,0,0,05,9,9,9,1,01,1,2,1,1,1
1032,11490,1,1,0,9,1,02,99,1,01,2,77,0,0,02,1,74,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,09,1,1,0,0,0,1,1,0,0,0,0,0,16,9,9,9,1,02,2,2,0,0,1
1033,12657,3,6,0,9,2,10,11,0,01,2,52,1,1,02,1,41,0,0,03,1,23,1,0,03,1,21,1,0,04,1,6,9,0,03,2,15,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,06,05,10,1,1,0,1,0,0,0,1,1,0,0,0,03,9,0,0,1,04,2,6,1,1,1
1034,17194,3,7,0,9,1,06,99,0,01,2,35,1,1,02,1,34,0,0,03,1,15,0,0,03,1,13,9,0,03,1,12,9,0,03,2,9,9,0,03,1,4,9,0,03,2,1,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,08,02,06,1,1,1,1,0,0,0,0,0,1,0,0,20,9,9,9,1,02,1,8,0,0,1
1035,22641,2,3,0,9,2,07,99,1,01,1,68,0,0,02,2,73,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,15,9,1,9,1,01,2,2,0,0,1
1036,15710,4,9,0,9,1,06,99,1,01,1,44,2,0,02,2,47,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,14,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,02,1,2,0,0,1
1037,13358,1,2,0,9,1,04,99,1,01,2,66,0,0,02,1,65,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,0,0,1,1,0,0,0,0,0,21,9,9,9,1,02,2,2,0,0,1
1038,17920,2,3,0,9,1,07,99,1,01,1,25,1,0,03,2,6,9,0,06,1,46,1,0,21,1,23,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,12,3,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,03,1,4,0,0,1
1039,19695,3,5,0,9,2,05,99,1,01,1,56,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,12,2,2,0,0,0,0,0,1,0,0,0,1,03,9,1,9,0,00,1,1,1,1,2
1040,10966,3,6,0,9,2,11,05,1,01,1,46,1,0,03,2,9,9,0,04,2,4,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,17,3,2,0,1,0,0,0,0,0,0,0,0,18,9,0,0,1,01,1,3,0,0,1
1041,15485,2,3,0,9,1,05,99,1,01,1,61,0,0,02,2,69,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,08,1,1,0,0,0,1,1,0,0,0,0,0,14,9,9,9,1,02,4,2,0,0,1
1042,18744,2,3,0,9,1,05,99,0,01,2,61,1,1,02,1,57,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,1,0,0,1,0,0,0,0,0,23,9,9,9,1,04,4,2,0,0,1
1043,14168,4,9,1,1,1,05,99,1,01,2,48,1,0,02,1,45,2,0,03,1,20,0,0,03,2,17,0,0,03,1,14,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,04,18,1,1,0,1,1,0,0,0,0,0,0,0,25,9,9,9,1,04,2,5,0,0,1
1044,22477,2,3,0,9,1,07,99,1,01,1,45,1,0,02,2,49,1,0,03,2,15,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,02,18,1,1,0,1,0,0,0,0,0,0,0,0,25,2,9,9,1,02,2,3,0,0,1
1045,15710,4,9,0,9,1,06,99,1,01,2,70,0,0,02,1,64,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,16,1,1,0,0,0,1,1,0,0,0,0,0,23,2,9,9,1,01,1,2,0,0,1
1046,21579,3,7,0,9,1,05,99,0,01,2,56,1,1,02,1,49,1,0,03,2,20,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,03,14,1,1,0,1,1,0,0,0,0,0,0,0,24,2,9,9,1,03,4,3,0,0,1
1047,15821,2,3,0,9,2,11,01,1,01,1,17,0,0,02,2,19,2,0,03,1,1,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,11,1,4,0,1,0,0,0,1,1,0,0,0,01,9,0,0,0,00,1,3,1,1,3
1048,38142,3,5,0,9,1,06,99,1,01,1,43,0,0,02,2,44,1,0,03,2,10,9,0,03,2,13,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,16,1,1,0,1,0,0,0,0,0,0,0,0,25,9,9,9,1,03,4,4,0,0,1
1049,20024,4,9,0,9,2,08,07,1,01,1,39,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,16,3,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,01,2,1,0,0,3
1050,17141,3,6,0,9,3,07,99,1,01,1,37,1,0,02,2,38,1,0,03,1,9,9,0,03,1,4,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,13,1,1,0,1,0,0,0,0,0,0,0,0,16,9,0,0,1,01,4,4,0,0,1
1051,18424,2,3,0,9,2,09,08,1,01,1,48,1,0,03,1,20,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,00,10,3,1,0,1,0,0,0,0,0,0,0,0,14,9,0,0,0,00,2,2,0,0,3
1052,40430,3,6,0,9,3,11,09,0,01,2,26,1,1,02,1,26,0,0,03,1,7,9,0,03,2,5,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,11,1,1,0,1,0,0,0,0,0,0,0,0,04,9,0,0,1,01,2,4,1,1,1
1053,9792,4,8,0,9,1,08,04,1,01,1,53,0,0,02,2,58,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,11,1,1,0,0,1,0,0,0,0,0,0,0,05,9,9,9,1,02,4,2,1,1,1
1054,9679,4,8,1,0,2,11,09,1,01,2,22,0,0,41,2,21,2,0,41,2,23,2,0,41,2,24,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,04,14,4,1,0,1,0,0,0,0,0,0,0,0,03,9,0,0,1,04,1,1,1,1,1
1055,16537,2,3,0,9,1,02,99,1,01,1,69,0,0,02,2,74,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,08,1,1,0,0,0,1,0,0,0,0,0,0,05,1,9,9,1,02,2,2,1,1,1
1056,25899,2,3,0,9,1,06,99,1,01,2,43,1,0,02,1,37,0,0,03,2,18,0,0,03,2,12,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,03,12,1,1,0,1,0,0,0,0,0,0,0,0,18,1,9,9,1,02,2,4,0,0,1
1057,7862,1,1,0,9,1,10,09,1,01,2,32,1,0,02,1,32,0,0,03,1,9,9,0,03,1,7,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,13,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,02,2,4,0,0,1
1058,7625,2,4,0,9,1,05,99,1,01,1,38,0,0,02,2,39,1,0,03,2,12,9,0,03,2,10,9,0,03,1,9,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,02,13,1,1,0,1,0,0,0,0,0,0,0,0,25,9,9,9,1,02,2,5,0,0,1
1059,13082,3,6,0,9,1,07,99,1,01,2,29,1,0,02,1,28,1,0,03,2,11,9,0,03,1,3,9,0,21,1,13,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,05,02,12,1,2,0,1,0,0,0,0,0,0,0,0,18,9,9,9,1,02,1,5,0,0,1
1060,20221,4,8,0,9,2,06,99,1,01,1,60,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,12,4,4,1,0,0,0,1,0,0,0,0,0,12,9,0,0,1,01,2,1,0,0,1
1061,39503,3,7,0,9,1,03,99,1,01,2,61,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,05,3,1,0,0,0,0,0,1,0,0,0,0,01,9,9,9,0,00,2,1,1,1,1
1062,22470,3,5,0,9,2,11,04,1,01,1,28,1,0,02,2,29,1,0,03,2,12,9,0,03,2,9,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,04,02,12,1,2,0,1,0,0,0,0,0,0,0,0,22,9,9,9,1,02,2,4,0,0,1
1063,18890,4,9,1,0,2,09,12,1,01,2,26,1,0,41,1,25,1,0,41,1,24,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,03,16,4,1,0,1,0,0,0,0,0,0,0,0,23,9,9,9,1,03,2,1,0,0,3
1064,20799,1,2,0,9,1,04,99,1,01,2,61,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,01,12,4,1,0,1,1,0,0,0,0,0,0,0,01,1,9,9,1,01,4,1,1,1,1
1065,15858,4,9,0,9,3,10,10,1,01,2,42,0,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,01,00,12,4,1,0,0,0,0,0,1,0,0,0,0,01,9,0,0,0,00,2,1,1,1,2
1066,17549,2,3,0,9,1,02,99,1,01,1,84,0,0,03,2,44,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,01,05,2,1,0,1,1,1,0,0,0,0,0,0,18,6,9,9,1,02,4,2,0,0,1
1067,14564,1,2,0,9,1,06,99,1,01,2,37,1,0,02,1,38,1,0,03,1,17,2,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,03,14,1,1,0,1,0,0,0,0,0,0,0,0,24,9,9,9,1,05,2,3,0,0,1
1068,13358,1,2,0,9,1,05,99,1,01,1,53,1,0,02,2,55,1,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,02,02,12,1,1,0,1,1,0,1,0,0,0,0,0,23,2,9,9,1,02,2,2,0,0,1
1069,29284,1,2,0,9,1,07,99,1,01,1,33,1,0,03,2,12,9,0,03,1,3,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,9,99,9,99,9,03,01,12,4,1,0,1,0,0,0,0,0,0,0,0,18,9,9,9,1,01,2,3,0,0,1
