HHID,NWEIGHT,REGIONC,DIVISION,CORDONE,WOODAMT,CORDPLUS,NLPGDELV,KLPGSUPP,NLPGSUPP,NFODELV,NUMFOCO,NUMFOSUP,QUANTFO,BUYKERO,NUMKRDEL,TOTPAYKR,TOTDELKR,NUMKRGAL,TOTKRGAL,TOTKRUSE,GALLONKR,BTUKER,KWH,BTUEL,THERMNG,BTUNG,GALLONFO,BTUFO,THERMLP,BTULP,BTUELAPL,BTUELCOL,BTUELSPH,BTUELWTH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTUKRAPL,BTUKRSPH,BTUKRWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUNGAPL,BTUNGCOL,BTUNGSPH,BTUNGWTH
2692,5109,1,1,2,9,50,1,1,9,99,9,9,9,1,1,9999,5,100,9999,9,582,78570,6567,22407,999999,9999999,999999,9999999,0,0,13532,9999999,9999999,8875,9999999,9999999,9999999,9999999,78570,9999999,0,9999999,9999999,9999999,9999999,9999999,9999999
2693,12449,1,1,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3422,11676,1526,152622,999999,9999999,999999,9999999,9341,1787,9999999,548,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4504,9999999,130469,17649
2694,11212,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8138,27767,492,49200,999999,9999999,999999,9999999,12169,15598,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8463,9999999,27168,13569
2695,8376,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2589,8834,1036,103579,999999,9999999,999999,9999999,8834,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,11505,9999999,47745,44329
2696,7821,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4493,15330,853,85300,999999,9999999,999999,9999999,15330,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9479,9999999,40055,35767
2697,11803,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8704,29698,999999,9999999,999999,9999999,999999,9999999,14653,1089,7672,6284,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2698,29254,2,3,9,9,999,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4118,14051,1097,109700,999999,9999999,999999,9999999,9372,3442,1237,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4053,9999999,89271,16376
2699,6237,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2847,9714,349,34900,999999,9999999,999999,9999999,9714,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4657,9999999,13264,16979
2700,12164,3,6,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,10011,34158,999999,9999999,999999,9999999,999999,9999999,13601,5094,9536,5927,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2701,27287,4,9,2,9,15,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,11881,40538,999999,9999999,999999,9999999,999999,9999999,20033,7559,2152,10794,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2702,9985,3,6,1,4,999,99,9,9,99,9,9,9,2,9,9999,12,5,9999,9,60,8100,29426,100402,999999,9999999,999999,9999999,999999,9999999,34954,9601,42755,13091,9999999,9999999,9999999,9999999,8100,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2703,11407,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12649,43158,999999,9999999,999999,9999999,999999,9999999,16021,1777,17293,8066,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2704,9449,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8410,28695,1774,177400,999999,9999999,999999,9999999,28695,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6269,9999999,151273,19858
2705,29397,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12743,43479,999999,9999999,999999,9999999,999999,9999999,13736,4635,15045,10063,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2706,9351,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4013,13692,1046,104600,999999,9999999,999999,9999999,9639,4053,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8288,9999999,72603,23709
2707,15571,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3779,12894,935,93500,999999,9999999,999999,9999999,10458,2436,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4696,9999999,70876,17927
2708,6423,1,1,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6311,21535,999999,9999999,999999,9999999,999999,9999999,5072,2487,8976,5000,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2709,20871,1,2,1,3,999,99,9,9,4,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,7797,26603,999999,9999999,885,122741,999999,9999999,17411,9192,9999999,9999999,9999999,70556,52185,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2710,19827,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3183,10860,1503,150300,999999,9999999,999999,9999999,10860,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9566,9999999,104628,36106
2711,9449,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12080,41217,2034,203400,999999,9999999,999999,9999999,35168,6049,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,17967,9999999,154889,30544
2712,25854,2,3,1,1,999,99,9,9,3,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,6902,23550,999999,9999999,909,126081,999999,9999999,17021,9999999,9999999,6529,9999999,126081,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2713,8378,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8262,28191,999999,9999999,999999,9999999,641,64111,28191,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5996,37139,20976,9999999,9999999,9999999,9999999
2714,4493,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8610,29376,898,89811,999999,9999999,999999,9999999,25065,4311,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7029,9999999,55151,27631
2715,15622,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2861,9763,53,5349,503,69810,999999,9999999,9763,9999999,9999999,9999999,9999999,44956,24854,9999999,9999999,9999999,9999999,9999999,9999999,5349,9999999,9999999,9999999
2716,8602,1,1,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4755,16224,1474,147400,999999,9999999,999999,9999999,16224,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,34318,9999999,91091,21991
2717,14175,4,9,2,9,20,0,8,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,19744,67366,999999,9999999,999999,9999999,0,0,26685,3602,24215,12864,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,0,9999999,9999999,9999999,9999999
2718,8349,2,4,9,9,999,0,8,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9224,31472,1594,159400,999999,9999999,999999,9999999,25811,5661,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,126408,32992
2719,21809,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,20314,69311,907,90700,999999,9999999,999999,9999999,37363,28742,3206,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,68102,22598
2720,7800,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9159,31251,999999,9999999,999999,9999999,999999,9999999,8515,7874,10304,4558,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2721,13721,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7962,27166,541,54100,999999,9999999,999999,9999999,27166,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5962,9999999,22812,25326
2722,7172,1,1,2,9,40,94,1,9,99,9,9,9,0,9,9999,99,999,9999,9,0,0,10147,34620,999999,9999999,999999,9999999,22,2200,22952,9999999,9999999,11668,9999999,9999999,9999999,9999999,0,9999999,2200,9999999,9999999,9999999,9999999,9999999,9999999
2723,8600,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6740,22997,1079,107900,999999,9999999,999999,9999999,18159,4838,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6016,9999999,77935,23949
2724,8117,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3456,11791,1571,157100,999999,9999999,999999,9999999,10399,9999999,1392,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5903,9999999,124617,26580
2725,45629,2,3,9,9,999,2,1,9,99,9,9,9,2,9,500,1,4,9999,9,4,540,3559,12143,999999,9999999,999999,9999999,662,66200,12143,9999999,9999999,9999999,9999999,9999999,9999999,540,9999999,9999999,4456,61744,9999999,9999999,9999999,9999999,9999999
2726,14273,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,17747,60553,999999,9999999,999999,9999999,999999,9999999,20517,11537,15692,12807,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2727,13503,3,6,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4604,15709,433,43268,999999,9999999,999999,9999999,8026,7683,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3627,9999999,29159,10482
2728,6417,1,1,2,9,40,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,30198,103036,999999,9999999,999999,9999999,999999,9999999,64108,2776,4368,31785,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2729,10382,1,1,2,9,50,99,9,9,4,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,8684,29630,999999,9999999,508,70455,999999,9999999,20865,9999999,9999999,8765,9999999,70455,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2730,13417,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4442,15156,999999,9999999,892,123723,999999,9999999,12772,2384,9999999,9999999,9999999,87558,36165,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2731,22436,2,3,9,9,999,95,8,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9074,30960,999999,9999999,999999,9999999,999999,9999999,7887,2668,16517,3888,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2732,13849,3,6,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7716,26327,853,85300,999999,9999999,999999,9999999,18138,8189,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,67213,18087
2733,5654,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,10468,35717,999999,9999999,999999,9999999,999999,9999999,10996,9999999,15660,9061,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2734,24716,3,7,1,4,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,23270,79397,999999,9999999,999999,9999999,999999,9999999,30770,21136,12420,15071,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2735,25559,3,5,2,9,60,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9387,32029,999999,9999999,999999,9999999,999999,9999999,20775,9999999,9999999,11254,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2736,5886,1,1,2,9,60,12,1,9,6,1,9,2,9,9,9999,99,999,9999,9,999999,9999999,4917,16777,999999,9999999,582,80718,47,4700,15408,9999999,1369,9999999,9999999,45996,34722,9999999,9999999,9999999,4700,9999999,9999999,9999999,9999999,9999999,9999999
2737,24953,2,3,2,9,50,99,9,9,1,1,9,1,9,9,9999,99,999,9999,9,999999,9999999,12711,43370,999999,9999999,200,27738,999999,9999999,29800,1535,9999999,12035,9999999,27738,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2738,19231,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,14793,50474,1089,108900,999999,9999999,999999,9999999,30734,9628,1620,8492,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,16530,9999999,92370,9999999
2739,26423,3,7,9,9,999,5,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1399,4773,999999,9999999,999999,9999999,295,29500,4773,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,2576,26924,9999999,9999999,9999999,9999999,9999999
2740,7821,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4073,13898,1219,121851,999999,9999999,999999,9999999,13898,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,11855,9999999,66141,43855
2741,17709,3,5,9,9,999,99,9,9,8,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,7132,24334,207,20700,1125,156026,999999,9999999,15111,9223,9999999,9999999,9999999,139731,16295,9999999,9999999,9999999,9999999,9999999,9999999,7134,9999999,9999999,13566
2742,19040,1,2,9,9,999,99,9,9,95,8,9,2,9,9,9999,99,999,9999,9,999999,9999999,3721,12696,999999,9999999,1002,138924,999999,9999999,7066,1300,9999999,4330,9999999,138924,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2743,32754,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6526,22267,410,40952,999999,9999999,999999,9999999,13806,3783,4678,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,11727,9999999,8722,20503
2744,9678,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6089,20776,1270,127000,999999,9999999,999999,9999999,15591,5185,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4470,9999999,105454,17077
2745,8028,1,1,9,9,999,99,9,9,7,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,4318,14733,57,5700,933,129398,999999,9999999,11745,2988,9999999,9999999,9999999,102020,27378,9999999,9999999,9999999,9999999,9999999,9999999,5700,9999999,9999999,9999999
2746,10873,4,9,2,9,20,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12449,42476,999999,9999999,999999,9999999,999999,9999999,18812,9999999,16331,7333,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2747,10462,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9288,31691,1127,112700,999999,9999999,999999,9999999,17999,13692,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10175,9999999,65351,37174
2748,12020,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5901,20134,111,11096,999999,9999999,999999,9999999,10929,9205,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,1899,9999999,4208,4989
2749,42086,3,5,1,2,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,17309,59058,1527,152700,999999,9999999,999999,9999999,39504,19554,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10349,9999999,121780,20572
2750,18729,1,2,2,9,10,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7240,24703,1416,141600,999999,9999999,999999,9999999,24703,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,121982,19618
2751,18294,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1970,6722,216,21595,999999,9999999,999999,9999999,5238,9999999,1484,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6374,15221
2752,13703,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5008,17087,664,66400,999999,9999999,999999,9999999,15672,1415,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5834,9999999,36688,23878
2753,18428,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,11486,39190,633,63300,999999,9999999,999999,9999999,22488,14793,1909,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7257,9999999,31004,25039
2754,8909,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8690,29650,1129,112900,999999,9999999,999999,9999999,29650,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,95991,16909
2755,4583,2,4,9,9,999,99,9,9,99,9,9,9,2,9,9998,98,999,9999,9,300,40532,1021,3483,245,24530,999999,9999999,999999,9999999,3483,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40532,9999999,9999999,9999999,9999999,2285,9999999,14085,8160
2756,17588,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2996,10222,1238,123800,999999,9999999,999999,9999999,10222,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5569,9999999,99140,19091
2757,16437,2,4,2,9,20,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12038,41074,863,86300,999999,9999999,999999,9999999,24964,16110,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7420,9999999,49894,28986
2758,7286,1,1,9,9,999,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4779,16306,1150,115000,999999,9999999,999999,9999999,16306,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7731,9999999,79885,27384
2759,40634,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,25922,88446,868,86801,999999,9999999,999999,9999999,50485,18345,9999999,19616,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,86801,9999999
2760,7546,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,10355,35331,483,48300,999999,9999999,999999,9999999,16726,7876,9999999,10729,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5622,9999999,42678,9999999
2761,10853,1,2,9,9,999,1,1,9,7,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,5463,18640,999999,9999999,1249,173224,64,6400,17611,1029,9999999,9999999,9999999,125727,47497,9999999,9999999,9999999,6400,9999999,9999999,9999999,9999999,9999999,9999999
2762,13677,4,9,1,1,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6012,20513,999999,9999999,999999,9999999,999999,9999999,6543,9999999,8395,5575,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2763,10162,3,6,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,13274,45291,554,55400,999999,9999999,999999,9999999,21772,16856,9999999,6663,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,55400,9999999
2764,17422,2,3,9,9,999,99,9,9,99,9,9,9,2,9,9999,96,999,9996,1,59,7991,17830,60836,372,37200,999999,9999999,999999,9999999,38826,22010,9999999,9999999,9999999,9999999,9999999,9999999,7991,9999999,9999999,9999999,9999999,3277,9999999,21591,12332
2765,14497,4,9,2,9,15,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,16871,57564,999999,9999999,999999,9999999,999999,9999999,22826,9999999,24048,10690,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2766,24088,3,5,1,4,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,11926,40692,982,98200,999999,9999999,999999,9999999,22504,10922,9999999,7266,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8130,9999999,90070,9999999
2767,10238,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1588,5418,695,69491,999999,9999999,999999,9999999,4550,9999999,868,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3862,9999999,50643,14987
2768,5277,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6618,22581,1357,135700,999999,9999999,999999,9999999,22581,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,23895,9999999,64217,47588
2769,11662,1,2,9,9,999,94,1,9,5,1,9,4,2,9,9999,2,5,9999,9,21,2840,5011,17098,999999,9999999,898,124481,999999,9999999,17098,9999999,9999999,9999999,9999999,90216,34265,9999999,2840,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2770,11124,4,9,1,3,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,16400,55957,999999,9999999,999999,9999999,999999,9999999,20863,9999999,24082,11012,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2771,8476,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3456,11792,4182,418200,999999,9999999,999999,9999999,11792,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,25322,9999999,284825,108052
2772,21420,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2620,8939,910,90979,999999,9999999,999999,9999999,7173,1766,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,71264,19715
2773,19084,4,8,1,3,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8717,29742,1355,135500,999999,9999999,999999,9999999,28201,9999999,1541,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,94516,40984
2774,4157,1,1,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3977,13570,1136,113581,999999,9999999,999999,9999999,13570,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9619,9999999,70455,33507
2775,6880,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1534,5233,368,36813,999999,9999999,999999,9999999,5233,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,2599,9999999,25916,8299
2776,20181,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6384,21782,1270,127000,999999,9999999,999999,9999999,17148,4634,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,95591,31409
2777,58795,3,5,2,9,10,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,16163,55148,999999,9999999,999999,9999999,999999,9999999,26946,12914,7483,7805,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2778,21043,3,5,9,9,999,98,8,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7777,26535,1139,113900,999999,9999999,999999,9999999,18565,7970,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9587,9999999,84879,19434
2779,19020,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3528,12038,1363,136300,999999,9999999,999999,9999999,12038,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6644,9999999,103275,26381
2780,14328,1,1,2,9,40,2,1,9,99,9,9,9,1,1,9999,1,100,9999,9,48,6490,4891,16688,999999,9999999,999999,9999999,72,7223,9987,9999999,9999999,6701,9999999,9999999,9999999,9999999,6490,9999999,7223,9999999,9999999,9999999,9999999,9999999,9999999
2781,9980,2,3,1,1,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4754,16221,1961,196100,999999,9999999,999999,9999999,14151,2070,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4531,9999999,173951,17618
2782,20349,1,2,9,9,999,94,2,3,5,1,9,4,2,9,9999,6,5,9999,9,30,4050,5424,18507,364,36400,909,126069,999999,9999999,18507,9999999,9999999,9999999,9999999,126069,9999999,9999999,4050,9999999,9999999,9999999,9999999,11969,9999999,9999999,24431
2783,17028,1,2,1,3,999,99,9,9,1,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,10705,36525,999999,9999999,766,106237,999999,9999999,26958,9999999,9999999,9567,9999999,106237,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
2784,18588,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,10942,37334,1784,178400,999999,9999999,999999,9999999,30686,4378,2270,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,16529,9999999,124647,37224
2785,7312,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7020,23952,1037,103722,999999,9999999,999999,9999999,18531,5421,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9521,9999999,64922,29279
2786,12075,3,6,2,9,10,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9144,31199,1348,134800,999999,9999999,999999,9999999,18688,12511,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,27862,9999999,67064,39874
2787,16370,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7507,25614,1003,100300,999999,9999999,999999,9999999,22160,3454,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,79651,20649
