HHID,NWEIGHT,REGIONC,DIVISION,CORDONE,WOODAMT,CORDPLUS,NLPGDELV,KLPGSUPP,NLPGSUPP,NFODELV,NUMFOCO,NUMFOSUP,QUANTFO,BUYKERO,NUMKRDEL,TOTPAYKR,TOTDELKR,NUMKRGAL,TOTKRGAL,TOTKRUSE,GALLONKR,BTUKER,KWH,BTUEL,THERMNG,BTUNG,GALLONFO,BTUFO,THERMLP,BTULP,BTUELAPL,BTUELCOL,BTUELSPH,BTUELWTH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTUKRAPL,BTUKRSPH,BTUKRWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUNGAPL,BTUNGCOL,BTUNGSPH,BTUNGWTH
1001,6452,1,1,9,9,999,99,9,9,7,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,4302,14678,113,11300,915,126901,999999,9999999,14678,9999999,9999999,9999999,9999999,98938,27963,9999999,9999999,9999999,9999999,9999999,9999999,3031,9999999,8269,9999999
1002,6880,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2392,8160,1958,195842,999999,9999999,999999,9999999,8160,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,14677,9999999,134297,46868
1003,9379,1,1,9,9,999,98,8,9,98,8,9,8,9,9,9999,99,999,9999,9,999999,9999999,4098,13982,999999,9999999,1496,207480,50,5000,13982,9999999,9999999,9999999,9999999,182003,25477,9999999,9999999,9999999,5000,9999999,9999999,9999999,9999999,9999999,9999999
1004,8513,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2696,9200,1687,168729,999999,9999999,999999,9999999,9200,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7824,9999999,136351,24553
1005,16905,1,2,9,9,999,2,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,23805,81223,999999,9999999,999999,9999999,20,2000,27986,9999999,41112,12125,9999999,9999999,9999999,9999999,9999999,9999999,2000,9999999,9999999,9999999,9999999,9999999,9999999
1006,9246,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,14956,51030,1175,117500,999999,9999999,999999,9999999,35602,15428,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6482,9999999,85961,25057
1007,18851,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7932,27064,1400,140018,999999,9999999,999999,9999999,24996,9999999,2068,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,109001,31017
1008,9002,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2791,9523,905,90546,999999,9999999,999999,9999999,9523,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7459,9999999,61932,21156
1009,29741,1,2,9,9,999,99,9,9,10,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,8234,28094,999999,9999999,1126,156165,999999,9999999,25761,2333,9999999,9999999,9999999,126083,30082,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1010,9274,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,15762,53780,999999,9999999,999999,9999999,999999,9999999,13335,1015,31413,8017,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1011,22704,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2905,9912,999999,9999999,999999,9999999,999999,9999999,4431,2341,311,2828,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1012,6323,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8316,28374,999999,9999999,999999,9999999,999999,9999999,9598,9999999,13996,4780,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1013,18294,4,9,9,9,999,2,2,2,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5464,18643,872,87171,999999,9999999,999999,9999999,12239,4679,1725,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9615,9999999,41028,36529
1014,8376,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8284,28265,1237,123700,999999,9999999,999999,9999999,21637,6628,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,14420,9999999,83535,25745
1015,18411,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,10042,34263,1237,123700,999999,9999999,999999,9999999,25623,8640,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,23915,9999999,79078,20707
1016,13566,1,2,9,9,999,2,1,9,7,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,6536,22301,999999,9999999,945,131062,22,2200,22301,9999999,9999999,9999999,9999999,88848,42214,9999999,9999999,9999999,2200,9999999,9999999,9999999,9999999,9999999,9999999
1017,9823,3,5,9,9,999,99,9,9,99,9,9,9,2,9,9999,20,5,9999,9,100,13500,9825,33523,999999,9999999,999999,9999999,999999,9999999,17607,4024,1292,10599,9999999,9999999,9999999,9999999,13500,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1018,13721,4,9,1,1,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5642,19251,413,41300,999999,9999999,999999,9999999,19251,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20666,20634
1019,15287,3,5,1,2,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,20300,69264,999999,9999999,999999,9999999,999999,9999999,28109,2181,22943,16031,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1020,21145,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4542,15497,857,85700,999999,9999999,999999,9999999,11486,4011,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,66437,19263
1021,17288,3,5,9,9,999,99,9,9,4,1,9,3,2,9,9999,12,5,9999,9,40,5387,7437,25373,999999,9999999,436,60481,999999,9999999,16126,9999999,9999999,9247,9999999,60481,9999999,9999999,5387,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1022,42086,3,5,9,9,999,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,15164,51740,999999,9999999,999999,9999999,999999,9999999,20544,19076,3688,8432,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1023,6880,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1370,4673,547,54689,999999,9999999,999999,9999999,4673,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3705,9999999,39151,11833
1024,17728,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1413,4821,526,52600,999999,9999999,999999,9999999,4821,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4527,9999999,30569,17505
1025,22798,3,5,9,9,999,7,1,9,98,8,9,8,9,9,9999,99,999,9999,9,999999,9999999,10041,34259,999999,9999999,271,37645,61,6100,16698,4857,9999999,12704,9999999,37645,9999999,9999999,9999999,9999999,6100,9999999,9999999,9999999,9999999,9999999,9999999
1026,3958,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4468,15245,696,69600,999999,9999999,999999,9999999,15245,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6587,9999999,39872,23141
1027,22306,1,2,1,2,999,98,8,9,5,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,11821,40333,999999,9999999,1213,168231,999999,9999999,29420,10913,9999999,9999999,9999999,135368,32863,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1028,19020,2,3,9,9,999,98,8,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7416,25304,1123,112340,999999,9999999,999999,9999999,25304,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,91863,20477
1029,4322,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5967,20359,999999,9999999,999999,9999999,999999,9999999,5432,1064,8055,5809,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1030,7063,1,1,9,9,999,6,1,9,9,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,4981,16995,999999,9999999,540,74893,70,7000,8680,9999999,9999999,8315,9999999,74893,9999999,9999999,9999999,9999999,7000,9999999,9999999,9999999,9999999,9999999,9999999
1031,18428,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,15251,52036,707,70700,999999,9999999,999999,9999999,52036,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,17153,9999999,23613,29933
1032,21545,2,3,9,9,999,99,9,9,3,1,9,2,9,9,9999,99,999,9999,9,999999,9999999,4984,17004,999999,9999999,646,89560,999999,9999999,11481,1006,9999999,4516,9999999,89560,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1033,22549,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9663,32970,999999,9999999,999999,9999999,999999,9999999,15057,9999999,4866,13046,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1034,6237,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2035,6943,508,50800,999999,9999999,999999,9999999,6943,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4663,9999999,24671,21466
1035,19035,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6991,23853,1080,108000,999999,9999999,999999,9999999,17347,6506,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,83895,24105
1036,8803,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4054,13832,910,90979,999999,9999999,999999,9999999,6412,3473,9999999,3948,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,90979,9999999
1037,18280,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5108,17429,361,36144,255,35430,999999,9999999,9390,8039,9999999,9999999,9999999,35430,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,25314,10830
1038,16136,1,2,9,9,999,99,9,9,99,9,9,9,2,9,9999,5,5,9999,9,25,3375,1371,4678,999999,9999999,999999,9999999,999999,9999999,3466,9999999,9999999,1212,9999999,9999999,9999999,9999999,3375,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1039,13394,4,9,2,9,10,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,27962,95406,988,98800,999999,9999999,999999,9999999,74743,9999999,9999999,20663,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,98800,9999999
1040,10554,4,9,1,1,999,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7175,24481,480,48000,999999,9999999,999999,9999999,24481,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8730,9999999,21092,18178
1041,16602,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,20874,71223,463,46337,999999,9999999,999999,9999999,38855,16140,2600,13628,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6101,9999999,40236,9999999
1042,15381,2,3,9,9,999,99,9,9,8,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,10743,36655,999999,9999999,1000,138690,999999,9999999,33111,3544,9999999,9999999,9999999,96501,42189,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1043,8844,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5200,17742,1244,124400,999999,9999999,999999,9999999,17742,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,12649,9999999,84432,27319
1044,9014,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,977,3334,1067,106719,999999,9999999,999999,9999999,3334,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5232,9999999,81989,19499
1045,6055,2,4,1,1,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9921,33850,4196,419600,999999,9999999,999999,9999999,29244,9999999,4606,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,371871,47729
1046,8767,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7339,25041,690,69000,999999,9999999,999999,9999999,17454,5435,2153,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,54599,14401
1047,16869,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,14188,48409,1190,119000,999999,9999999,999999,9999999,35265,10560,2584,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,12390,9999999,78270,28339
1048,9632,3,6,9,9,999,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,21406,73037,999999,9999999,999999,9999999,999999,9999999,28439,9725,24719,10153,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1049,15743,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3328,11355,1468,146803,999999,9999999,999999,9999999,11355,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9551,9999999,92654,44598
1050,14804,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4682,15975,979,97900,999999,9999999,999999,9999999,12712,3263,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7253,9999999,68734,21913
1051,19649,3,5,9,9,999,6,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12619,43056,999999,9999999,999999,9999999,108,10800,16963,7616,2188,16289,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10800,9999999,9999999,9999999,9999999,9999999
1052,4573,1,1,1,2,999,99,9,9,3,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,3950,13476,999999,9999999,667,92534,999999,9999999,13476,9999999,9999999,9999999,9999999,68097,24437,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1053,20581,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2813,9598,468,46800,999999,9999999,999999,9999999,9598,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,13968,9999999,19989,12843
1054,18428,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,18899,64483,738,73800,999999,9999999,999999,9999999,37106,27377,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7521,9999999,40953,25326
1055,4826,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9549,32581,1507,150700,999999,9999999,999999,9999999,28123,4458,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,136136,14564
1056,15743,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7714,26320,567,56700,999999,9999999,999999,9999999,15371,9999999,9999999,10949,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3497,9999999,53203,9999999
1057,19084,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5797,19779,1326,132600,999999,9999999,999999,9999999,19779,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7750,9999999,95134,29716
1058,6197,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3350,11430,1197,119729,999999,9999999,999999,9999999,11430,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4906,9999999,98037,16786
1059,11803,4,9,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7120,24293,999999,9999999,999999,9999999,999999,9999999,13724,1385,3608,5576,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1060,13503,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,879,2999,999999,9999999,1018,141135,999999,9999999,2999,9999999,9999999,9999999,9999999,94264,46871,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1061,7301,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,3674,12536,76,7600,506,70166,999999,9999999,12536,9999999,9999999,9999999,9999999,54155,16011,9999999,9999999,9999999,9999999,9999999,9999999,7600,9999999,9999999,9999999
1062,8600,2,4,2,9,15,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12757,43527,560,56000,999999,9999999,999999,9999999,36639,6888,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,42942,13058
1063,28392,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,1667,5688,45,4511,317,43978,999999,9999999,4167,1521,9999999,9999999,9999999,32594,11384,9999999,9999999,9999999,9999999,9999999,9999999,4511,9999999,9999999,9999999
1064,14088,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9427,32165,515,51500,999999,9999999,999999,9999999,32165,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,33682,17818
1065,10554,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,9050,30879,185,18459,999999,9999999,999999,9999999,13623,4102,9999999,13154,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,18459,9999999
1066,5246,1,1,9,9,999,99,9,9,4,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,2828,9649,999999,9999999,379,52564,999999,9999999,9649,9999999,9999999,9999999,9999999,42735,9829,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1067,22000,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,16920,57731,999999,9999999,999999,9999999,999999,9999999,26013,19843,1502,10373,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1068,13703,4,9,2,9,15,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8283,28262,573,57300,999999,9999999,999999,9999999,28262,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,30289,27011
1069,16370,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5585,19056,1805,180500,999999,9999999,999999,9999999,15358,3698,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,147436,33064
1070,9014,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,4070,13887,689,68862,999999,9999999,999999,9999999,13887,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3412,9999999,52735,12716
1071,5529,3,6,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,23923,81625,999999,9999999,999999,9999999,999999,9999999,22158,4950,34837,19680,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1072,10484,1,1,1,1,999,99,9,9,95,1,9,4,9,9,9999,99,999,9999,9,999999,9999999,4994,17040,999999,9999999,487,67495,999999,9999999,16171,869,9999999,9999999,9999999,49374,18121,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1073,20990,4,9,2,9,25,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,11998,40937,128,12800,999999,9999999,999999,9999999,27526,9999999,9999999,13411,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,12800,9999999
1074,23627,3,7,9,9,999,2,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,24608,83962,999999,9999999,999999,9999999,548,54800,50790,33172,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,32312,22488,9999999,9999999,9999999,9999999
1075,45269,3,5,9,9,999,99,9,9,99,9,9,9,2,9,9998,98,999,9999,9,22,2982,8668,29575,999999,9999999,999999,9999999,999999,9999999,19476,9999999,1247,8852,9999999,9999999,9999999,9999999,2982,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1076,12730,3,6,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6561,22387,999999,9999999,999999,9999999,999999,9999999,10075,9999999,6396,5916,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1077,25360,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2759,9414,557,55700,999999,9999999,999999,9999999,4524,4890,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3502,9999999,41223,10975
1078,17939,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5243,17890,1193,119306,999999,9999999,999999,9999999,11431,6459,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9158,18347,60467,31334
1079,5277,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5384,18370,821,82100,999999,9999999,999999,9999999,18370,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7825,9999999,47119,27156
1080,18505,1,2,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,2758,9410,1064,106400,999999,9999999,999999,9999999,9410,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,6924,9999999,78558,20918
1081,7396,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,8174,27890,851,85100,999999,9999999,999999,9999999,24077,3813,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,61035,24065
1082,10053,4,8,2,9,30,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,10805,36867,417,41700,999999,9999999,999999,9999999,36867,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,13210,9999999,15257,13233
1083,9002,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6887,23500,1370,136983,999999,9999999,999999,9999999,12594,10906,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5837,9999999,110056,21090
1084,20446,3,7,2,9,10,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,11396,38883,657,65700,999999,9999999,999999,9999999,24544,14339,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5485,9999999,42345,17870
1085,7821,3,7,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,6565,22400,1165,116500,999999,9999999,999999,9999999,22400,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,7965,9999999,77862,30672
1086,22049,3,5,1,1,999,94,1,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,12539,42783,999999,9999999,999999,9999999,999999,9999999,19871,8722,7445,6745,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1087,8673,2,4,2,9,40,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,15442,52688,505,50500,999999,9999999,999999,9999999,30350,22338,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4434,9999999,29728,16338
1088,8652,2,3,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,5758,19646,603,60300,999999,9999999,999999,9999999,19646,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,2997,9999999,43666,13637
1089,7396,2,4,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7288,24867,744,74400,999999,9999999,999999,9999999,24867,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,58651,15749
1090,13979,1,1,1,1,999,94,8,9,3,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,5475,18681,498,49800,622,86265,999999,9999999,18681,9999999,9999999,9999999,9999999,86265,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8783,9999999,9999999,41017
1091,20306,3,5,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,17465,59591,999999,9999999,999999,9999999,999999,9999999,27990,17210,9999999,14391,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1092,14186,1,2,9,9,999,94,1,9,4,1,9,3,9,9,9999,99,999,9999,9,999999,9999999,4608,15722,999999,9999999,793,109981,999999,9999999,15722,9999999,9999999,9999999,9999999,82226,27755,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1093,4573,1,1,9,9,999,99,9,9,98,1,9,8,9,9,9999,99,999,9999,9,999999,9999999,3102,10584,999999,9999999,1106,153391,999999,9999999,10584,9999999,9999999,9999999,9999999,99903,53488,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1094,10549,3,5,9,9,999,99,9,9,99,9,9,9,1,1,9999,2,400,9999,9,0,0,5411,18462,999999,9999999,999999,9999999,999999,9999999,10908,9999999,9999999,7554,9999999,9999999,9999999,9999999,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1095,6760,4,8,9,9,999,99,9,9,99,9,9,9,9,9,9999,99,999,9999,9,999999,9999999,7838,26743,779,77900,999999,9999999,999999,9999999,26743,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,27318,9999999,28617,21965
