HHID,NWEIGHT,REGIONC,DIVISION,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,FUELHEAT,AUXUGAS,AUXLPG,AUXFOIL,AUXKERO,AUXELEC,AUXCOAL,AUXWOOD,AUXSOLAR,AUXOTHER,DKFUEL,AUXFUEL,HEATAMT,FUELTWIN,FUELPAST,MOFUELCH,YRFUELCH,EQUIPM,RADIANT,STEAM,WARMAIR,REVERSE,PERMELEC,PIPELESS,ROOMHEAT,WOODKILN,CHIMNEY,CARRYEL,CARRYKER,RANGE,DIFEQUIP,DKEQUIP,AUXEQUIP,FANM,STOVSEAL,EQUIPAGE,KHEATCOM,WOODBURN,FUELH2O,UAUXH2OF,FAUXH2O,AGEWATER,KWHTCOM,COOLMAIN,COOLUNIT,NUMBERAC,FUELCOOL,KACSYSCN,FUELSWIM,FUELFOOD,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,UGASAREA,RENT1,RENT2,RENT3,RENT4,RENT6,GASCALL,GASBASIS,USEKERO,USEEL,USENG,USEFO,TYPEF01,TYPEF02,TYPEF03,USELP,TYPELP1,TYPELP2,TYPELP3,BROKEN88,NOGIVE88,RANOUT88,SHTOFF88,RBROKE88,RNOGIV88,RRNOUT88,RSHOFF88
5562,28276,1,2,992,497,179,2250,3179,4243,5428,6766,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,05,0,99,9,0,1,0,99,3,0,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5563,11803,4,9,302,45,10,66,307,885,1874,3412,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,1,0,99,3,0,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5564,10554,4,9,303,45,10,66,306,881,1865,3409,05,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,8,9,1,05,0,99,8,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5565,7694,1,2,763,342,83,2693,3583,4632,5837,7233,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,01,0,99,9,1,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5566,13910,4,9,460,107,6,1109,1856,2809,4029,5507,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,9,0,01,0,99,2,9,1,0,99,3,9,99,01,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5567,15755,2,4,1013,518,186,3079,3990,5032,6229,7579,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,05,0,99,9,0,1,0,99,3,0,99,05,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5568,19873,3,5,1732,1036,477,988,1639,2470,3469,4593,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,9,0,05,0,99,4,9,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5569,18428,3,7,2447,1607,858,286,659,1164,1854,2740,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,5,9,0,01,0,99,6,9,0,0,99,9,9,99,05,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5570,13394,4,9,552,189,37,843,1564,2589,3835,5320,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,05,0,99,5,9,0,0,99,9,9,99,05,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5571,11117,2,3,708,328,103,3569,4550,5697,7000,8441,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,05,0,99,4,9,1,0,99,3,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5572,14870,1,2,1222,648,273,1695,2492,3475,4604,5869,03,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,2,9,1,05,0,99,2,9,0,1,1,9,9,99,01,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5573,7617,1,1,358,141,28,3616,4732,5996,7448,9064,03,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,2,9,1,01,0,99,4,9,0,1,1,9,9,99,05,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5574,9682,3,5,749,230,18,1746,2549,3528,4650,5954,06,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,2,9,1,06,0,99,9,9,0,0,99,9,9,99,05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5575,19911,2,3,1392,725,216,1957,2825,3790,4852,6066,03,1,0,0,0,0,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,5,9,0,01,0,99,1,9,0,1,1,9,9,99,01,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5576,13482,4,8,33,4,0,4449,5715,7230,8953,10787,01,0,0,0,0,0,0,1,0,0,0,0,2,1,99,99,99,06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,5,9,1,01,0,99,3,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5577,4219,4,8,415,140,27,2517,3390,4614,6078,7699,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,01,0,99,4,9,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5578,10640,1,2,715,285,85,2474,3463,4604,5892,7319,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,9,0,01,0,99,5,9,0,1,2,9,9,99,01,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5579,16869,1,2,755,330,112,2766,3717,4784,6028,7419,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,2,9,0,01,0,99,3,9,0,0,99,9,9,99,05,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5580,42086,3,5,4663,3022,1614,0,2,35,155,402,05,0,0,0,0,0,0,1,0,0,0,0,2,1,99,99,99,05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,2,9,1,05,0,99,5,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5581,7423,2,4,1211,682,286,2463,3321,4339,5490,6785,05,0,0,0,0,0,0,1,0,0,0,0,3,1,99,99,99,05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,3,9,1,05,0,99,4,9,0,0,99,9,9,99,05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5582,20127,2,3,1489,864,369,1976,2790,3746,4820,6019,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,0,0,01,0,99,9,0,0,1,1,9,9,99,01,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5583,8785,3,7,1966,1207,583,1033,1645,2396,3305,4364,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,9,5,9,0,05,0,99,1,9,0,1,2,9,9,99,05,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5584,21911,2,3,1037,582,246,2402,3320,4385,5584,6905,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,01,0,99,9,1,0,1,1,9,9,99,01,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5585,6472,3,6,1656,919,334,1165,1866,2720,3724,4839,02,0,0,0,1,0,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,5,9,0,05,0,99,6,9,0,1,1,9,9,99,02,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,1,9,9,9,0,0,1,0,9,9,3,9
5586,6134,3,6,1949,1166,524,520,1029,1704,2579,3616,05,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,04,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,1,3,9,1,05,0,99,2,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5587,21287,2,3,991,528,221,3134,4095,5183,6393,7760,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,9,0,01,0,99,5,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,4,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5588,32339,3,5,1223,655,245,1747,2541,3505,4625,5885,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,2,9,1,01,0,99,2,9,1,0,99,3,9,99,01,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5589,13721,4,9,1660,687,180,64,204,538,1136,1976,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,5,9,0,01,0,99,5,9,0,0,99,9,9,99,01,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5590,24903,3,5,1516,844,354,1806,2649,3649,4729,5914,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,9,0,01,0,99,1,9,0,1,1,9,9,99,01,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5591,7324,1,1,424,170,49,3320,4353,5571,6933,8488,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,03,0,99,5,9,0,1,2,9,9,99,05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5592,6309,4,8,4894,3703,2642,97,247,559,1046,1688,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,4,9,0,01,0,99,1,9,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5593,20309,1,2,1094,580,245,1733,2550,3552,4706,5999,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,01,0,99,5,9,0,1,1,9,9,99,01,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5594,6798,3,6,1659,925,346,919,1523,2278,3213,4311,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,4,9,0,05,0,99,5,9,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5595,8338,2,4,1682,1018,508,1636,2376,3269,4276,5398,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,9,0,01,0,99,3,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5596,19035,2,3,770,355,116,3078,4045,5141,6472,7939,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,5,9,0,05,0,99,6,9,0,0,99,9,9,99,05,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5597,28276,1,2,1034,518,187,2173,3113,4202,5379,6705,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,9,0,0,05,0,99,9,0,1,0,99,3,0,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5598,9542,4,8,299,75,3,3080,4069,5261,6676,8313,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,01,0,99,1,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5599,17349,1,2,246,70,14,3492,4567,5783,7209,8871,05,0,0,0,0,0,0,0,0,0,0,1,9,5,99,99,99,04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,1,9,0,05,0,99,1,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5600,31181,2,3,930,473,179,2461,3406,4491,5725,7080,01,0,0,0,1,1,0,0,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,6,9,0,01,0,99,5,9,0,0,99,9,9,99,01,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5601,7821,3,7,2313,1364,667,231,515,1000,1700,2569,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,01,0,99,9,0,0,1,1,9,9,99,01,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5602,12581,1,1,539,229,75,2968,3990,5143,6455,7943,03,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,1,9,1,03,0,99,3,9,1,0,99,3,9,03,05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,0,0,0,1,9,9,9,5
5603,21287,2,3,1029,529,174,2289,3170,4204,5367,6660,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,1,0,01,0,99,9,1,1,0,99,3,0,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5604,25404,3,6,2445,1592,866,741,1260,1955,2805,3793,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,01,0,99,9,0,1,0,99,3,0,99,01,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5605,23627,3,7,2334,1454,766,471,910,1527,2300,3130,02,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,2,9,0,02,0,99,1,9,0,1,1,9,9,99,02,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,0,0,0,0,9,9,9,9
5606,15716,3,5,714,219,17,1776,2585,3572,4692,6008,03,0,0,0,1,0,0,0,0,0,0,0,2,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,6,9,0,05,0,99,6,9,0,1,1,9,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5607,8300,3,5,2118,1317,679,512,1008,1686,2545,3569,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,01,0,99,9,1,0,0,99,9,9,99,05,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5608,13644,4,9,1699,899,398,434,863,1428,2141,3795,02,0,0,0,0,0,0,1,0,0,0,0,1,5,99,99,99,03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,9,1,02,0,99,1,9,1,0,99,3,9,99,05,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9
5609,11601,1,2,763,335,106,2369,3316,4409,5643,7009,06,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,2,9,0,05,0,99,3,9,0,0,99,9,9,99,05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,1,0,1,0,1,9,3,9
5610,10883,3,6,1414,744,259,1385,2091,2948,3959,5111,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,1,0,01,0,99,9,1,0,1,1,9,9,99,01,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5611,16500,3,5,1611,917,360,1057,1750,2626,3642,4775,04,0,0,0,0,0,0,1,0,0,0,0,2,1,99,99,99,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,9,5,9,1,05,0,99,5,9,0,0,99,9,9,99,05,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,0,9,9,9,0,0,1,0,9,9,5,9
5612,23016,3,5,1391,793,343,1933,2788,3776,4871,6092,01,0,0,0,1,0,0,1,0,0,0,0,1,1,99,99,99,01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,4,9,1,01,0,99,4,9,0,1,1,9,9,99,01,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5613,15050,1,2,1095,523,166,2070,3029,4144,5309,6596,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,01,0,99,9,0,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5614,6528,1,2,1487,804,340,1658,2414,3351,4431,5646,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,03,0,99,9,1,0,1,1,9,9,99,01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5615,15094,3,6,1694,994,407,1127,1838,2664,3657,4777,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,9,0,01,0,99,5,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5616,10043,3,5,1760,1016,408,719,1300,2072,3013,4096,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,01,0,99,9,0,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
5617,20581,4,9,1412,585,153,72,243,642,1353,2355,06,0,0,0,1,0,0,0,0,0,0,0,1,0,03,10,85,08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,9,0,0,05,0,99,9,0,0,1,1,9,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
5618,7872,2,4,1121,619,268,2528,3409,4454,5635,6964,01,0,0,0,1,0,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,5,9,0,01,0,99,3,9,0,1,2,9,9,99,01,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
