HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,NROOMS,NCOMBATH,NHAFBATH,COOLHOME,TYPEHU,STORIES,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,BLDGBASE,USEBASE,SPACEHOT,CHANGES,SAMEFEET,SAMEHEAT,WORKDONE,CHANGESM,CHANGESY,EXTENTB,COMPUTEB,BASISB,MEASBAH,MEASBAL,MEASBAW,MEASBBH,MEASBBL,MAESBBW,MEASBCH,MEASBCL,MEASBCW,MEASBDH,MEASBDL,MEASBDW,LINEARB,EXTENT1,COMPUTE1,BASIS1,MEAS1AH,MEAS1AL,MEAS1AW,MEAS1BH,MEAS1BL,MEAS1BW,MEAS1CH,MEAS1CL,MEAS1CW,MEAS1DH,MEAS1DL,MEAS1DW,LINEAR1,EXTENT2,COMPUTE2,BASIS2,MEAS2AH,MEAS2AL,MEAS2AW,MEAS2BH,MEAS2BL,MEAS2BW,MEAS2CH,MEAS2CL,MEAS2CW,MEAS2DH,MEAS2DL,MEAS2DW,LINEAR2,EXTENT3,COMPUTE3,BASIS3,MEAS3AH,MEAS3AL,MEAS3AW,MEAS3BH,MEAS3BL,MEAS3BW,MEAS3CH,MEAS3CL,MEAS3CW,MEAS3DH,MEAS3DL,MEAS3DW,LINEAR3,ESTHEAT,ESTUN,ESTHOME,COOLAREA,INSIDE,LINEARFL,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE
1515,9197,4,8,05,04,2,0,99,1,9,9,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,70,14,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,1,980,0,980,999,2
1516,6323,4,9,06,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,24,24,1,4,12,2,4,4,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,624,16,640,999,0
1517,6404,3,6,06,09,2,0,95,2,1,1,1,4,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,62,29,9,99,99,9,99,99,9,99,99,1,1,2,1,1,62,29,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,3596,0,3596,999,0
1518,10671,2,4,03,06,1,1,95,2,1,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,4,2,2,44,27,2,12,3,9,99,99,9,99,99,2,1,4,2,1,12,28,1,32,27,2,20,37,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,04,2,1200,1964,3164,999,2
1519,28381,3,5,01,04,1,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,9,95,0,772,158,930,999,4
1520,51798,3,5,09,03,2,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,1,8,8,98,98,98,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,932,0,9999,9,04,0,932,0,932,999,2
1521,14064,1,2,02,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,18,26,9,99,99,9,99,99,9,99,99,1,2,1,1,1,13,18,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,765,0,765,90,1
1522,19184,4,9,04,05,1,1,99,2,2,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,21,30,9,99,99,9,99,99,9,99,99,1,1,1,1,1,21,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,1415,0,1415,123,1
1523,19610,2,3,01,03,2,0,95,2,1,1,0,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,30,30,2,24,20,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,900,480,1380,999,0
1524,16742,4,9,03,04,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,22,34,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,807,0,807,79,1
1525,8731,2,3,01,06,1,0,04,2,8,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,29,33,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,957,0,957,999,0
1526,17961,4,8,06,06,2,1,95,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,30,28,1,15,12,9,99,99,9,99,99,2,1,1,1,1,30,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,2030,0,2030,92,1
1527,7872,2,4,05,04,1,1,95,1,9,9,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,70,14,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,980,0,980,999,0
1528,31419,1,2,11,07,3,1,99,2,2,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,4,1,1,48,24,9,99,99,9,99,99,9,99,99,1,1,4,1,1,48,24,2,24,12,9,99,99,9,99,99,2,1,4,1,1,48,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,04,3,3456,288,3744,999,2
1529,8268,2,3,01,07,1,0,04,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,22,26,9,99,99,9,99,99,9,99,99,1,1,2,1,1,22,26,2,8,22,9,99,99,9,99,99,2,1,2,1,1,22,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,1716,176,1892,999,0
1530,7652,1,1,06,05,1,0,95,2,1,0,9,9,1,9,9,9,9,1,9,9,9,8,9,9,99,99,99,1,1,1,1,40,24,9,99,99,9,99,99,9,99,99,1,1,1,1,1,40,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,2103,0,2103,95,1
1531,11378,1,2,01,13,2,0,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,47,32,9,99,99,9,99,99,9,99,99,1,1,1,1,1,47,32,9,99,99,9,99,99,9,99,99,1,1,1,1,1,47,32,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,3,5091,0,5091,128,1
1532,10883,3,6,03,08,1,1,04,2,2,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,2,8,1,2,27,26,9,99,99,9,99,99,9,99,99,1,1,8,1,1,11,12,1,27,26,1,8,4,1,8,20,4,2,8,1,1,27,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,3,1728,702,2430,999,2
1533,3793,1,1,01,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,18,41,1,6,24,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,949,0,949,76,1
1534,17028,1,2,01,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,31,23,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,770,0,770,80,1
1535,4241,1,1,01,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,30,12,1,4,14,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,452,0,452,86,1
1536,16602,3,5,04,06,1,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,40,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1120,0,1120,999,0
1537,16112,3,6,07,03,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,30,16,9,99,99,9,99,99,9,99,99,1,1,1,1,1,16,16,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,803,0,803,91,1
1538,16793,1,2,01,06,1,1,03,3,9,9,9,9,9,9,9,9,9,9,1,1,1,0,9,9,99,99,99,1,1,1,1,38,16,9,99,99,9,99,99,9,99,99,1,1,1,1,1,24,16,2,14,16,9,99,99,9,99,99,2,1,1,1,1,12,16,2,26,16,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,1313,709,2022,109,1
1539,7341,1,1,01,02,1,0,95,3,9,9,9,9,9,9,9,9,9,9,1,1,2,0,9,9,99,99,99,5,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,5,1,1,31,19,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,1,911,299,1210,999,5
1540,6707,2,4,06,05,2,1,95,2,2,0,9,9,5,0,1,1,0,2,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,12,54,1,30,30,9,99,99,9,99,99,2,1,1,1,1,30,30,1,15,25,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,3076,0,3076,90,1
1541,21610,1,2,01,04,1,0,99,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,33,21,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,749,0,749,80,1
1542,17537,3,5,11,10,2,1,95,2,2,1,0,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,40,30,9,99,99,9,99,99,9,99,99,1,1,4,1,1,40,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,2,2400,349,2749,999,2
1543,22636,2,3,01,08,1,3,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,29,27,9,99,99,9,99,99,9,99,99,1,1,1,1,1,29,27,2,6,5,2,9,24,9,99,99,3,1,1,1,1,29,27,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,2601,272,2873,107,1
1544,10303,4,9,01,03,1,1,99,2,1,1,0,9,5,1,1,0,0,2,9,9,9,0,9,9,99,99,99,2,2,1,1,12,27,9,99,99,9,99,99,9,99,99,1,1,2,2,1,23,27,1,10,22,2,15,22,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,1165,330,1495,999,0
1545,20471,3,7,08,06,3,0,95,2,2,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,22,34,1,6,14,1,21,6,2,24,21,4,1,8,1,1,15,22,1,10,16,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,2,1448,504,1952,999,2
1546,9677,1,1,01,06,1,0,99,2,8,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,5,1,2,24,30,9,99,99,9,99,99,9,99,99,1,1,5,1,1,24,30,1,7,2,2,10,5,9,99,99,3,1,5,1,1,24,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,05,3,1454,770,2224,999,2
1547,10421,2,4,02,04,1,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,29,37,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1073,0,1073,999,0
1548,18294,4,9,03,05,2,0,95,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,37,32,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,1267,0,1267,70,1
1549,15622,1,2,02,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,2,1,7,40,1,10,46,1,8,6,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,850,0,850,78,1
1550,8785,3,7,03,05,1,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,28,42,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1176,0,1176,999,0
1551,8661,2,4,04,05,1,1,95,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,22,42,9,99,99,9,99,99,9,99,99,1,1,1,1,1,22,42,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,2024,0,2024,95,1
1552,3829,2,4,04,04,1,0,95,1,9,9,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,60,12,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,720,0,720,999,0
1553,16370,2,3,01,07,1,0,03,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,24,26,1,14,8,9,99,99,9,99,99,2,1,1,1,1,24,26,1,6,6,1,14,8,2,4,6,4,1,1,1,1,20,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,2242,26,2268,106,1
1554,5921,1,2,01,07,2,0,02,3,9,9,9,9,9,9,9,9,9,9,1,1,0,0,9,9,99,99,99,1,1,1,2,48,23,9,99,99,9,99,99,9,99,99,1,1,1,1,1,48,23,9,99,99,9,99,99,9,99,99,1,2,1,1,1,20,18,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,1615,1218,2833,103,1
1555,9981,2,4,05,06,1,1,99,2,4,1,1,4,1,9,9,9,9,1,9,9,9,1,1,1,95,10,85,1,2,1,1,48,24,9,99,99,9,99,99,9,99,99,1,1,2,1,1,48,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,2304,0,2304,999,0
1556,13727,1,2,01,07,1,0,95,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,5,1,1,50,50,1,50,50,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,1,5000,0,5000,999,2
1557,8020,1,1,06,04,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,10,27,1,14,31,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,760,0,760,80,1
1558,15000,3,5,04,06,1,1,01,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,25,24,9,99,99,9,99,99,9,99,99,1,1,1,1,1,25,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,1315,0,1315,95,1
1559,14577,1,2,01,08,1,1,99,2,2,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,2,1,1,2,14,29,2,6,37,2,31,8,9,99,99,3,1,1,1,1,12,4,1,9,29,1,14,37,9,99,99,3,2,1,1,1,8,14,1,14,37,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,1618,972,2590,110,1
1560,24389,3,7,02,04,1,1,95,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,24,12,1,43,13,1,31,12,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1219,0,1219,999,0
1561,13115,3,5,01,09,2,0,99,2,2,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,6,1,1,31,15,9,99,99,9,99,99,9,99,99,1,1,6,1,1,31,15,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,21,2,930,0,930,999,2
1562,7470,2,3,02,04,1,0,95,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,20,40,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,800,0,800,999,0
1563,7872,2,4,02,07,2,0,03,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,36,28,9,99,99,9,99,99,9,99,99,1,1,2,1,1,36,28,1,13,20,2,24,18,2,5,19,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,2276,527,2803,999,0
1564,17422,2,3,03,07,1,0,95,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,28,42,1,24,22,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1704,0,1704,999,0
1565,8225,4,8,04,07,2,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,1,1,1,95,05,87,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,23,26,1,18,23,1,20,34,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1692,0,1692,999,0
