HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,NROOMS,NCOMBATH,NHAFBATH,COOLHOME,TYPEHU,STORIES,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,BLDGBASE,USEBASE,SPACEHOT,CHANGES,SAMEFEET,SAMEHEAT,WORKDONE,CHANGESM,CHANGESY,EXTENTB,COMPUTEB,BASISB,MEASBAH,MEASBAL,MEASBAW,MEASBBH,MEASBBL,MAESBBW,MEASBCH,MEASBCL,MEASBCW,MEASBDH,MEASBDL,MEASBDW,LINEARB,EXTENT1,COMPUTE1,BASIS1,MEAS1AH,MEAS1AL,MEAS1AW,MEAS1BH,MEAS1BL,MEAS1BW,MEAS1CH,MEAS1CL,MEAS1CW,MEAS1DH,MEAS1DL,MEAS1DW,LINEAR1,EXTENT2,COMPUTE2,BASIS2,MEAS2AH,MEAS2AL,MEAS2AW,MEAS2BH,MEAS2BL,MEAS2BW,MEAS2CH,MEAS2CL,MEAS2CW,MEAS2DH,MEAS2DL,MEAS2DW,LINEAR2,EXTENT3,COMPUTE3,BASIS3,MEAS3AH,MEAS3AL,MEAS3AW,MEAS3BH,MEAS3BL,MEAS3BW,MEAS3CH,MEAS3CL,MEAS3CW,MEAS3DH,MEAS3DL,MEAS3DW,LINEAR3,ESTHEAT,ESTUN,ESTHOME,COOLAREA,INSIDE,LINEARFL,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE
4922,16953,1,2,06,05,1,0,99,2,1,1,0,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,2,1,2,41,25,9,99,99,9,99,99,9,99,99,1,1,2,1,1,41,25,2,4,21,2,23,24,2,30,6,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,1025,1841,2866,999,0
4923,19035,2,3,06,09,2,1,95,2,2,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,6,1,1,55,13,1,32,23,9,99,99,9,99,99,2,1,6,1,1,55,13,1,32,23,2,23,23,9,99,99,3,1,5,1,1,31,36,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,21,3,4018,529,4547,999,2
4924,5408,4,8,01,04,1,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,24,22,1,12,11,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,714,0,714,81,1
4925,8640,3,7,03,04,1,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,75,18,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,1439,0,1439,66,1
4926,9565,3,5,04,03,1,0,02,1,9,9,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,48,10,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,480,0,480,999,0
4927,29690,2,3,04,04,1,0,99,2,1,1,0,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,2,8,20,1,27,36,1,10,11,2,16,22,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,1082,512,1594,999,0
4928,20446,3,7,04,05,2,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,33,34,2,11,15,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,1122,165,1287,999,0
4929,8387,1,1,02,04,1,0,03,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,23,37,1,6,3,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,869,0,869,999,0
4930,23219,3,5,06,08,2,1,95,2,2,1,0,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,2,1,2,24,28,9,99,99,9,99,99,9,99,99,1,1,2,1,1,38,28,1,14,6,9,99,99,9,99,99,2,1,2,1,1,38,28,1,14,6,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,2296,672,2968,999,0
4931,8785,3,7,05,05,1,0,03,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,972,0,9999,9,04,0,972,0,972,999,2
4932,16428,2,3,03,04,2,0,95,2,1,8,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,52,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1248,0,1248,999,0
4933,7328,2,4,06,06,1,2,95,2,1,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,34,28,1,29,34,9,99,99,9,99,99,2,1,2,1,1,34,28,1,29,34,2,29,26,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,3876,754,4630,999,0
4934,7848,1,1,01,06,1,0,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,1,12,1,10,21,1,21,22,9,99,99,3,1,2,1,1,1,12,1,10,21,1,21,22,9,99,99,3,1,2,1,1,1,12,1,10,21,1,21,22,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,3,2052,0,2052,999,0
4935,14234,1,2,01,07,1,0,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,36,16,9,99,99,9,99,99,9,99,99,1,1,1,1,1,36,16,9,99,99,9,99,99,9,99,99,1,1,1,1,1,36,16,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,3,1962,0,1962,135,1
4936,4317,4,8,03,06,2,0,99,2,1,0,9,9,5,0,1,0,1,1,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,1350,9,04,0,877,473,1350,999,3
4937,11927,4,8,01,05,1,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,21,25,1,15,37,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1080,0,1080,999,0
4938,6974,2,4,06,03,1,0,95,2,2,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,980,0,9999,9,04,0,980,0,980,999,2
4939,7286,3,6,06,03,1,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,25,23,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,575,0,575,999,0
4940,16220,2,4,08,04,1,0,95,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,27,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,810,0,810,999,0
4941,10554,4,9,06,05,2,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,1200,9,04,0,1200,0,1200,999,3
4942,7396,2,4,03,04,1,0,95,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,37,31,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1147,0,1147,999,0
4943,17028,1,2,09,06,1,0,95,2,1,1,0,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,2,1,1,24,24,2,20,24,9,99,99,9,99,99,2,1,2,1,1,44,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,1720,480,2200,999,0
4944,16869,1,2,05,05,2,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,12,7,1,60,12,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,804,0,804,999,0
4945,8338,2,4,04,11,2,0,95,2,1,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,23,7,1,25,57,9,99,99,9,99,99,2,1,2,1,1,23,7,1,25,57,2,23,21,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,3172,483,3655,999,0
4946,13961,3,7,05,03,1,0,02,1,9,9,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,9,00,0,450,0,450,999,4
4947,11831,2,3,04,07,1,0,99,2,2,1,0,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,2,1,2,32,32,9,99,99,9,99,99,9,99,99,1,1,2,2,2,13,25,1,32,32,1,2,16,9,99,99,3,1,2,1,1,15,16,1,32,16,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,1808,1349,3157,999,0
4948,9201,3,6,06,06,1,2,95,2,1,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,2,1,2,47,25,9,99,99,9,99,99,9,99,99,1,1,2,1,1,47,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,1175,1175,2350,999,0
4949,13703,4,9,03,12,4,1,99,3,9,9,9,9,9,9,9,9,9,9,1,1,1,0,9,9,99,99,99,1,4,1,1,10,50,1,9,6,1,10,25,9,99,99,3,1,4,1,1,34,45,1,4,42,1,5,5,1,2,22,4,1,4,1,1,17,41,1,3,23,1,3,15,1,9,5,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,3,3427,0,3427,999,2
4950,15950,2,3,04,04,1,1,95,2,1,1,0,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,3,1,1,22,41,1,25,20,2,25,21,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,1,1402,525,1927,999,2
4951,8384,2,4,02,04,1,0,95,2,1,0,9,9,5,1,0,0,1,2,9,9,9,0,9,9,99,99,99,2,2,1,8,10,8,9,99,99,9,99,99,9,99,99,1,1,2,1,1,39,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,02,2,1224,26,1250,999,6
4952,7301,1,2,04,03,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,26,18,1,16,11,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,696,0,696,81,1
4953,14804,1,2,01,02,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,5,1,1,24,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,1,576,0,576,999,2
4954,9002,3,5,01,03,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,28,27,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,816,0,816,79,1
4955,6381,4,9,01,01,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,19,19,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,393,0,393,88,1
4956,10436,1,2,03,08,1,0,99,2,1,0,9,9,5,1,1,0,0,2,9,9,9,0,9,9,99,99,99,1,1,1,1,36,24,9,99,99,9,99,99,9,99,99,1,1,1,1,1,63,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,2569,0,2569,81,1
4957,17934,2,3,01,04,1,0,02,2,8,0,9,9,5,1,1,0,0,2,9,9,9,0,9,9,99,99,99,2,4,1,1,21,7,9,99,99,9,99,99,9,99,99,1,1,2,1,1,36,18,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,21,2,795,0,795,999,2
4958,32929,4,9,04,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,46,12,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,98,1,552,0,552,999,2
4959,9565,3,5,04,03,1,0,95,1,9,9,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,16,10,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,160,0,160,999,0
4960,17070,2,3,05,04,1,0,01,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,32,21,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,726,0,726,81,1
4961,13721,4,9,03,04,2,0,02,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,23,36,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,892,0,892,77,1
4962,5165,3,6,01,06,1,0,95,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,8,6,1,50,28,1,11,5,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1503,0,1503,999,0
4963,7093,3,6,01,04,1,0,02,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,40,40,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1600,0,1600,999,0
4964,22864,3,7,04,06,2,0,95,2,1,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,3,2,1,71,16,1,45,10,1,32,6,2,31,25,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,1,1778,775,2553,999,2
4965,22172,1,2,01,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,16,29,1,5,16,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,589,0,589,84,1
4966,20181,1,2,05,08,2,1,95,2,2,1,0,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,2,1,1,12,36,2,14,36,9,99,99,9,99,99,2,1,2,1,1,27,35,9,99,99,9,99,99,9,99,99,1,1,2,1,1,27,36,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,2349,504,2853,999,0
4967,6707,2,4,07,07,2,1,95,2,1,1,0,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,21,7,2,21,21,1,51,28,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,04,1,1575,441,2016,999,2
4968,21609,1,2,01,03,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,8,10,25,8,22,16,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,98,1,602,0,602,999,3
4969,17028,1,2,05,05,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,29,23,9,99,99,9,99,99,9,99,99,1,1,1,1,1,29,23,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,1461,0,1461,95,1
4970,12813,2,4,02,03,1,0,95,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,34,36,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,1,1224,0,1224,999,2
4971,21155,3,7,03,06,2,0,95,2,1,1,0,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,25,45,1,5,91,1,57,20,2,20,40,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,04,1,2720,800,3520,999,2
4972,19035,2,3,04,08,1,1,95,2,2,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,8,1,1,28,24,9,99,99,9,99,99,9,99,99,1,1,8,1,1,28,24,1,20,11,2,23,22,9,99,99,3,1,8,1,1,28,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,3,2236,506,2742,999,2
4973,20508,3,7,07,06,2,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,26,8,1,47,28,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1524,0,1524,999,0
4974,4670,1,1,06,03,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,20,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,1,480,0,480,999,2
4975,7514,1,2,01,04,1,0,99,2,2,0,9,9,1,9,9,9,9,0,9,9,9,1,1,1,95,08,87,2,8,1,2,20,14,2,16,22,9,99,99,9,99,99,2,1,8,1,2,17,32,1,20,14,2,20,8,1,16,22,4,2,8,1,2,20,14,1,16,22,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,3,984,1616,2600,999,2
4976,12164,3,6,06,07,2,0,95,2,1,1,0,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,4,1,2,45,30,9,99,99,9,99,99,9,99,99,1,1,4,2,2,24,18,2,24,12,1,21,30,1,24,60,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,04,2,2070,2070,4140,999,2
4977,15233,1,2,03,04,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,22,13,1,34,17,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,1,864,0,864,999,2
4978,10873,4,9,05,04,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,30,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,777,0,777,80,1
4979,14818,4,9,01,06,3,0,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,8,1,1,14,29,9,99,99,9,99,99,9,99,99,1,1,8,1,1,25,35,1,14,29,9,99,99,9,99,99,2,1,8,1,1,25,35,1,14,29,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,03,3,2968,0,2968,999,2
4980,15716,3,5,02,04,1,0,99,2,1,0,9,9,5,1,1,0,0,1,9,9,9,0,9,9,99,99,99,2,2,1,1,16,16,9,99,99,9,99,99,9,99,99,1,1,2,1,8,32,31,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,02,2,1248,0,1248,999,3
4981,10949,3,5,01,05,1,0,95,2,2,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,10,13,1,32,6,1,25,6,2,2,3,4,1,8,1,1,10,13,1,34,6,1,25,6,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,98,2,956,6,962,999,2
4982,25379,2,3,03,06,2,0,01,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,37,27,9,99,99,9,99,99,9,99,99,1,1,2,1,1,37,27,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,1998,0,1998,999,0
